Identifier;Email;Country;Custom1;bool30TrueAdvancedRules;boolDefaultFalse;boolDefaultTrue;double25Pi25E25Gr25Zero;doubleDefaultPi;integer25One25Two25Three25FourAdvancedRules;integerDefaultOne;string25Cat25Dog25Falcon25Horse;string25Cat25Dog25Falcon25HorseAdvancedRules;string75Cat0Dog25Falcon0Horse;stringContainsDogDefaultCat;stringDefaultCat;stringIsInDogDefaultCat;stringIsNotInDogDefaultCat;stringNotContainsDogDefaultCat
hoangle@mac.com;hoangle@mac.com;;;False;False;True;0.0;3.1415;4;1;Dog;Dog;Cat;Cat;Cat;Cat;Dog;Dog
nimaclea@msn.com;nimaclea@msn.com;;;False;False;True;1.61803;3.1415;4;1;Falcon;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
fraterk@icloud.com;fraterk@icloud.com;;;False;False;True;3.1415;3.1415;1;1;Cat;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
ninenine@icloud.com;ninenine@icloud.com;;;True;False;True;2.7182;3.1415;1;1;Horse;Falcon;Falcon;Cat;Cat;Cat;Dog;Dog
dogdude@att.net;dogdude@att.net;;;False;False;True;1.61803;3.1415;4;1;Horse;Cat;Cat;Cat;Cat;Cat;Dog;Dog
campware@att.net;campware@att.net;;;False;False;True;2.7182;3.1415;1;1;Dog;Dog;Falcon;Cat;Cat;Cat;Dog;Dog
amimojo@comcast.net;amimojo@comcast.net;;;True;False;True;2.7182;3.1415;4;1;Horse;Dog;Cat;Cat;Cat;Cat;Dog;Dog
karasik@hotmail.com;karasik@hotmail.com;;;False;False;True;2.7182;3.1415;1;1;Falcon;Cat;Cat;Cat;Cat;Cat;Dog;Dog
yenya@hotmail.com;yenya@hotmail.com;;;False;False;True;0.0;3.1415;1;1;Dog;Dog;Cat;Cat;Cat;Cat;Dog;Dog
stevelim@gmail.com;stevelim@gmail.com;;;True;False;True;2.7182;3.1415;1;1;Falcon;Horse;Falcon;Cat;Cat;Cat;Dog;Dog
dvdotnet@att.net;dvdotnet@att.net;;;True;False;True;0.0;3.1415;4;1;Falcon;Horse;Cat;Cat;Cat;Cat;Dog;Dog
bonmots@verizon.net;bonmots@verizon.net;;;True;False;True;0.0;3.1415;1;1;Horse;Cat;Cat;Cat;Cat;Cat;Dog;Dog
schumer@icloud.com;schumer@icloud.com;;;False;False;True;3.1415;3.1415;1;1;Dog;Dog;Cat;Cat;Cat;Cat;Dog;Dog
andrei@gmail.com;andrei@gmail.com;;;False;False;True;3.1415;3.1415;4;1;Cat;Horse;Cat;Cat;Cat;Cat;Dog;Dog
alfred@verizon.net;alfred@verizon.net;;;True;False;True;2.7182;3.1415;3;1;Dog;Cat;Falcon;Cat;Cat;Cat;Dog;Dog
multiplx@optonline.net;multiplx@optonline.net;;;True;False;True;1.61803;3.1415;4;1;Dog;Dog;Cat;Cat;Cat;Cat;Dog;Dog
tjensen@optonline.net;tjensen@optonline.net;;;False;False;True;0.0;3.1415;4;1;Cat;Cat;Cat;Cat;Cat;Cat;Dog;Dog
dmath@yahoo.com;dmath@yahoo.com;;;False;False;True;0.0;3.1415;1;1;Horse;Dog;Falcon;Cat;Cat;Cat;Dog;Dog
kostas@yahoo.ca;kostas@yahoo.ca;;;False;False;True;1.61803;3.1415;1;1;Cat;Cat;Cat;Cat;Cat;Cat;Dog;Dog
carmena@gmail.com;carmena@gmail.com;;;False;False;True;2.7182;3.1415;4;1;Dog;Horse;Cat;Cat;Cat;Cat;Dog;Dog
terjesa@yahoo.ca;terjesa@yahoo.ca;;;False;False;True;2.7182;3.1415;3;1;Dog;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
tjensen@sbcglobal.net;tjensen@sbcglobal.net;;;False;False;True;0.0;3.1415;3;1;Horse;Cat;Cat;Cat;Cat;Cat;Dog;Dog
schwaang@aol.com;schwaang@aol.com;;;False;False;True;2.7182;3.1415;4;1;Horse;Falcon;Falcon;Cat;Cat;Cat;Dog;Dog
nimaclea@gmail.com;nimaclea@gmail.com;;;False;False;True;0.0;3.1415;1;1;Dog;Horse;Cat;Cat;Cat;Cat;Dog;Dog
jaesenj@live.com;jaesenj@live.com;;;False;False;True;0.0;3.1415;2;1;Cat;Falcon;Falcon;Cat;Cat;Cat;Dog;Dog
jimxugle@aol.com;jimxugle@aol.com;;;True;False;True;1.61803;3.1415;3;1;Horse;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
mobileip@optonline.net;mobileip@optonline.net;;;True;False;True;0.0;3.1415;1;1;Horse;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
nullchar@aol.com;nullchar@aol.com;;;True;False;True;3.1415;3.1415;1;1;Cat;Horse;Cat;Cat;Cat;Cat;Dog;Dog
crowemojo@me.com;crowemojo@me.com;;;True;False;True;1.61803;3.1415;4;1;Dog;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
hermanab@msn.com;hermanab@msn.com;;;True;False;True;0.0;3.1415;4;1;Falcon;Horse;Cat;Cat;Cat;Cat;Dog;Dog
esbeck@yahoo.com;esbeck@yahoo.com;;;True;False;True;1.61803;3.1415;1;1;Falcon;Cat;Cat;Cat;Cat;Cat;Dog;Dog
naoya@icloud.com;naoya@icloud.com;;;False;False;True;0.0;3.1415;1;1;Falcon;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
lpalmer@att.net;lpalmer@att.net;;;False;False;True;3.1415;3.1415;3;1;Horse;Cat;Cat;Cat;Cat;Cat;Dog;Dog
dgatwood@aol.com;dgatwood@aol.com;;;False;False;True;2.7182;3.1415;3;1;Falcon;Dog;Cat;Cat;Cat;Cat;Dog;Dog
jtorkbob@att.net;jtorkbob@att.net;;;True;False;True;0.0;3.1415;4;1;Horse;Horse;Cat;Cat;Cat;Cat;Dog;Dog
rfoley@comcast.net;rfoley@comcast.net;;;False;False;True;3.1415;3.1415;2;1;Horse;Horse;Cat;Cat;Cat;Cat;Dog;Dog
andale@comcast.net;andale@comcast.net;;;True;False;True;2.7182;3.1415;2;1;Dog;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
mlewan@yahoo.com;mlewan@yahoo.com;;;False;False;True;3.1415;3.1415;4;1;Dog;Horse;Cat;Cat;Cat;Cat;Dog;Dog
ianbuck@yahoo.ca;ianbuck@yahoo.ca;;;False;False;True;3.1415;3.1415;4;1;Horse;Dog;Falcon;Cat;Cat;Cat;Dog;Dog
syrinx@live.com;syrinx@live.com;;;False;False;True;3.1415;3.1415;4;1;Falcon;Dog;Cat;Cat;Cat;Cat;Dog;Dog
imightb@live.com;imightb@live.com;;;True;False;True;1.61803;3.1415;3;1;Dog;Horse;Cat;Cat;Cat;Cat;Dog;Dog
gozer@icloud.com;gozer@icloud.com;;;False;False;True;1.61803;3.1415;3;1;Horse;Cat;Cat;Cat;Cat;Cat;Dog;Dog
gozer@outlook.com;gozer@outlook.com;;;False;False;True;0.0;3.1415;2;1;Cat;Horse;Cat;Cat;Cat;Cat;Dog;Dog
shawnce@gmail.com;shawnce@gmail.com;;;True;False;True;0.0;3.1415;1;1;Falcon;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
lauronen@att.net;lauronen@att.net;;;True;False;True;3.1415;3.1415;3;1;Cat;Horse;Cat;Cat;Cat;Cat;Dog;Dog
raines@gmail.com;raines@gmail.com;;;True;False;True;3.1415;3.1415;3;1;Cat;Horse;Cat;Cat;Cat;Cat;Dog;Dog
jfriedl@icloud.com;jfriedl@icloud.com;;;False;False;True;2.7182;3.1415;3;1;Cat;Cat;Cat;Cat;Cat;Cat;Dog;Dog
hstiles@comcast.net;hstiles@comcast.net;;;True;False;True;3.1415;3.1415;3;1;Cat;Falcon;Falcon;Cat;Cat;Cat;Dog;Dog
smpeters@icloud.com;smpeters@icloud.com;;;True;False;True;3.1415;3.1415;4;1;Cat;Horse;Falcon;Cat;Cat;Cat;Dog;Dog
thurston@verizon.net;thurston@verizon.net;;;False;False;True;2.7182;3.1415;2;1;Horse;Horse;Falcon;Cat;Cat;Cat;Dog;Dog
flaviog@aol.com;flaviog@aol.com;;;False;False;True;3.1415;3.1415;1;1;Dog;Dog;Cat;Cat;Cat;Cat;Dog;Dog
mnemonic@me.com;mnemonic@me.com;;;True;False;True;3.1415;3.1415;2;1;Horse;Dog;Falcon;Cat;Cat;Cat;Dog;Dog
privcan@gmail.com;privcan@gmail.com;;;False;False;True;1.61803;3.1415;2;1;Dog;Dog;Cat;Cat;Cat;Cat;Dog;Dog
mobileip@verizon.net;mobileip@verizon.net;;;False;False;True;0.0;3.1415;2;1;Falcon;Dog;Cat;Cat;Cat;Cat;Dog;Dog
gbacon@yahoo.ca;gbacon@yahoo.ca;;;False;False;True;2.7182;3.1415;1;1;Horse;Dog;Cat;Cat;Cat;Cat;Dog;Dog
caronni@optonline.net;caronni@optonline.net;;;False;False;True;2.7182;3.1415;3;1;Cat;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
tbeck@verizon.net;tbeck@verizon.net;;;False;False;True;0.0;3.1415;4;1;Horse;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
keijser@verizon.net;keijser@verizon.net;;;False;False;True;0.0;3.1415;4;1;Cat;Cat;Cat;Cat;Cat;Cat;Dog;Dog
scotfl@verizon.net;scotfl@verizon.net;;;True;False;True;2.7182;3.1415;2;1;Horse;Horse;Falcon;Cat;Cat;Cat;Dog;Dog
ryanshaw@sbcglobal.net;ryanshaw@sbcglobal.net;;;False;False;True;1.61803;3.1415;1;1;Horse;Falcon;Falcon;Cat;Cat;Cat;Dog;Dog
eimear@att.net;eimear@att.net;;;False;False;True;3.1415;3.1415;4;1;Dog;Cat;Cat;Cat;Cat;Cat;Dog;Dog
noticias@comcast.net;noticias@comcast.net;;;False;False;True;2.7182;3.1415;1;1;Cat;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
leocharre@yahoo.com;leocharre@yahoo.com;;;False;False;True;0.0;3.1415;3;1;Horse;Horse;Cat;Cat;Cat;Cat;Dog;Dog
killmenow@yahoo.ca;killmenow@yahoo.ca;;;False;False;True;2.7182;3.1415;2;1;Cat;Cat;Cat;Cat;Cat;Cat;Dog;Dog
petersen@gmail.com;petersen@gmail.com;;;False;False;True;1.61803;3.1415;1;1;Falcon;Dog;Cat;Cat;Cat;Cat;Dog;Dog
bdthomas@yahoo.ca;bdthomas@yahoo.ca;;;True;False;True;3.1415;3.1415;3;1;Cat;Horse;Cat;Cat;Cat;Cat;Dog;Dog
mavilar@msn.com;mavilar@msn.com;;;False;False;True;3.1415;3.1415;1;1;Dog;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
isaacson@msn.com;isaacson@msn.com;;;True;False;True;3.1415;3.1415;2;1;Dog;Dog;Cat;Cat;Cat;Cat;Dog;Dog
miyop@msn.com;miyop@msn.com;;;False;False;True;1.61803;3.1415;3;1;Cat;Cat;Cat;Cat;Cat;Cat;Dog;Dog
bwcarty@hotmail.com;bwcarty@hotmail.com;;;False;False;True;0.0;3.1415;1;1;Cat;Cat;Cat;Cat;Cat;Cat;Dog;Dog
warrior@mac.com;warrior@mac.com;;;True;False;True;2.7182;3.1415;4;1;Dog;Cat;Cat;Cat;Cat;Cat;Dog;Dog
magusnet@hotmail.com;magusnet@hotmail.com;;;False;False;True;1.61803;3.1415;4;1;Falcon;Horse;Cat;Cat;Cat;Cat;Dog;Dog
crowemojo@verizon.net;crowemojo@verizon.net;;;False;False;True;1.61803;3.1415;2;1;Cat;Horse;Cat;Cat;Cat;Cat;Dog;Dog
crypt@optonline.net;crypt@optonline.net;;;False;False;True;3.1415;3.1415;3;1;Cat;Cat;Falcon;Cat;Cat;Cat;Dog;Dog
kempsonc@mac.com;kempsonc@mac.com;;;False;False;True;2.7182;3.1415;3;1;Horse;Horse;Cat;Cat;Cat;Cat;Dog;Dog
kayvonf@verizon.net;kayvonf@verizon.net;;;False;False;True;0.0;3.1415;1;1;Horse;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
noahb@yahoo.ca;noahb@yahoo.ca;;;False;False;True;0.0;3.1415;1;1;Horse;Horse;Cat;Cat;Cat;Cat;Dog;Dog
symbolic@mac.com;symbolic@mac.com;;;False;False;True;1.61803;3.1415;2;1;Cat;Cat;Cat;Cat;Cat;Cat;Dog;Dog
wsnyder@yahoo.com;wsnyder@yahoo.com;;;False;False;True;0.0;3.1415;2;1;Falcon;Horse;Cat;Cat;Cat;Cat;Dog;Dog
pdbaby@yahoo.ca;pdbaby@yahoo.ca;;;True;False;True;1.61803;3.1415;4;1;Dog;Horse;Falcon;Cat;Cat;Cat;Dog;Dog
jfriedl@yahoo.com;jfriedl@yahoo.com;;;False;False;True;3.1415;3.1415;2;1;Dog;Dog;Cat;Cat;Cat;Cat;Dog;Dog
openldap@gmail.com;openldap@gmail.com;;;True;False;True;1.61803;3.1415;2;1;Falcon;Horse;Cat;Cat;Cat;Cat;Dog;Dog
jwarren@optonline.net;jwarren@optonline.net;;;False;False;True;2.7182;3.1415;4;1;Falcon;Horse;Cat;Cat;Cat;Cat;Dog;Dog
dsugal@verizon.net;dsugal@verizon.net;;;True;False;True;2.7182;3.1415;2;1;Falcon;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
kayvonf@aol.com;kayvonf@aol.com;;;True;False;True;3.1415;3.1415;2;1;Cat;Cat;Falcon;Cat;Cat;Cat;Dog;Dog
nasarius@mac.com;nasarius@mac.com;;;True;False;True;1.61803;3.1415;4;1;Falcon;Cat;Falcon;Cat;Cat;Cat;Dog;Dog
bolow@mac.com;bolow@mac.com;;;False;False;True;0.0;3.1415;3;1;Dog;Cat;Cat;Cat;Cat;Cat;Dog;Dog
tbmaddux@hotmail.com;tbmaddux@hotmail.com;;;False;False;True;0.0;3.1415;2;1;Falcon;Falcon;Falcon;Cat;Cat;Cat;Dog;Dog
maradine@aol.com;maradine@aol.com;;;False;False;True;1.61803;3.1415;2;1;Dog;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
breegster@gmail.com;breegster@gmail.com;;;True;False;True;1.61803;3.1415;2;1;Horse;Horse;Cat;Cat;Cat;Cat;Dog;Dog
breegster@sbcglobal.net;breegster@sbcglobal.net;;;True;False;True;0.0;3.1415;2;1;Dog;Cat;Cat;Cat;Cat;Cat;Dog;Dog
openldap@gmail.com;openldap@gmail.com;;;True;False;True;1.61803;3.1415;2;1;Falcon;Horse;Cat;Cat;Cat;Cat;Dog;Dog
jshirley@gmail.com;jshirley@gmail.com;;;True;False;True;1.61803;3.1415;3;1;Cat;Horse;Cat;Cat;Cat;Cat;Dog;Dog
tfinniga@msn.com;tfinniga@msn.com;;;False;False;True;3.1415;3.1415;2;1;Dog;Dog;Falcon;Cat;Cat;Cat;Dog;Dog
delpino@mac.com;delpino@mac.com;;;False;False;True;2.7182;3.1415;3;1;Cat;Falcon;Falcon;Cat;Cat;Cat;Dog;Dog
stecoop@live.com;stecoop@live.com;;;True;False;True;2.7182;3.1415;4;1;Dog;Cat;Cat;Cat;Cat;Cat;Dog;Dog
jnolan@comcast.net;jnolan@comcast.net;;;True;False;True;2.7182;3.1415;4;1;Cat;Horse;Cat;Cat;Cat;Cat;Dog;Dog
jhardin@yahoo.com;jhardin@yahoo.com;;;False;False;True;0.0;3.1415;1;1;Falcon;Dog;Falcon;Cat;Cat;Cat;Dog;Dog
teverett@sbcglobal.net;teverett@sbcglobal.net;;;True;False;True;2.7182;3.1415;4;1;Cat;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
wsnyder@comcast.net;wsnyder@comcast.net;;;False;False;True;0.0;3.1415;4;1;Horse;Cat;Cat;Cat;Cat;Cat;Dog;Dog
treeves@msn.com;treeves@msn.com;;;False;False;True;0.0;3.1415;1;1;Cat;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
garland@outlook.com;garland@outlook.com;;;False;False;True;2.7182;3.1415;1;1;Cat;Cat;Cat;Cat;Cat;Cat;Dog;Dog
ullman@comcast.net;ullman@comcast.net;;;True;False;True;3.1415;3.1415;4;1;Horse;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
sumdumass@outlook.com;sumdumass@outlook.com;;;False;False;True;2.7182;3.1415;1;1;Cat;Cat;Cat;Cat;Cat;Cat;Dog;Dog
